,SYMBOL,COMPANY NAME
1451,LYKALABS.NS,Lyka Labs Limited
1453,NAHARCAP.NS,Nahar Capital and Financial Services Limited
1454,APCL.NS,Anjani Portland Cement Limited
1455,WORTH.NS,Worth Investment & Trading Co Ltd
1456,VALIANTLAB.NS,Valiant Laboratories Limited
1457,AXITA.NS,Axita Cotton Limited
1458,QUESTCAP.NS,Quest Capital Markets Ltd
1459,UNIDT.NS,United Drilling Tools Limited
1461,NIYOGIN.NS,Niyogin Fintech Ltd
1462,DCI.NS,Dc Infotech And Communication Limited
1463,RAGHUSYN.NS,RAGHUVIR SYNTHETICS LTD.
1464,PRADPME.NS,PRADEEP METALS LTD.
1465,VSTL.NS,Vibhor Steel Tubes Limited
1466,HITECHCORP.NS,Hitech Corporation Limited
1468,NILAINFRA.NS,Nila Infrastructures Limited
1469,APOLSINHOT.NS,Apollo Sindoori Hotels Limited
1470,ORIENTBELL.NS,Orient Bell Limited
1471,MEDICO.NS,Medico Remedies Limited
1472,TRF.NS,TRF Limited
1473,SINCLAIR.NS,Sinclairs Hotels Limited
1474,3IINFOLTD.NS,3i Infotech Limited
1475,BANSWRAS.NS,Banswara Syntex Limited
1476,DIAMINESQ.NS,Diamines & Chemicals Limited
1477,SRGHFL.NS,SRG Housing Finance Limited
1479,ALSTONE.NS,Alstone Textiles (India) Ltd
1480,PANCHMAHQ.NS,PANCHMAHAL STEEL LTD.
1481,ARYAMAN.NS,ARYAMAN FINANCIAL SERVICES LTD.
1482,RADIOCITY.NS,Music Broadcast Limited
1483,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED
1485,VALIANT.NS,VALIANT COMMUNICATIONS LTD.-$
1486,AUTOIND.NS,Autoline Industries Limited
1487,BOMOXY-B1.NS,Bombay Oxygen Investments Ltd
1488,SHEMAROO.NS,Shemaroo Entertainment Limited
1490,LAKSHMIMIL.NS,LAKSHMI MILLS COMPANY LTD.-$
1491,RUBFILA.NS,Rubfila International Limited
1492,MANAKSTEEL.NS,Manaksia Steels Limited
1493,MAJESAUT.NS,MAJESTIC AUTO LTD.-$
1494,BBTCL.NS,B&B Triplewall Containers Limited
1495,VARDHACRLC.NS,Vardhman Acrylics Limited
1496,AMBALALSA.NS,AMBALAL SARABHAI ENTERPRISES LTD.
1497,RIDDHI.NS,RIDDHI SIDDHI GLUCO BIOLS LTD.-$
1498,LEHAR.NS,Lehar Footwears Ltd
1499,BIRLAPREC.NS,BIRLA PRECISION TECHNOLOGIES LTD.
1500,SAKHTISUG.NS,Sakthi Sugars Limited
1501,JENBURPH.NS,JENBURKT PHARMACEUTICALS LTD.
1502,AFIL.NS,Akme Fintrade (India) Limited
1503,BHARATAGRI.NS,BHARAT AGRI FERT & REALTY LTD.
1504,KOTARISUG.NS,Kothari Sugars And Chemicals Limited
1505,PODDARMENT.NS,Poddar Pigments Limited
1506,NIPPOBATRY.NS,Indo-National Limited
1507,SUPER.NS,SUPER SALES INDIA LTD.-$
1508,UFO.NS,UFO Moviez India Limited
1509,GALXBRG.NS,GALAXY BEARINGS LTD.
1510,VENUSREM.NS,Venus Remedies Limited
1511,BARODARY.NS,BARODA RAYON CORPORATION LTD.
1512,MAWANASUG.NS,Mawana Sugars Limited
1513,SRD.NS,Shankar Lal Rampal Dye-Chem Limited
1514,SINTERCOM.NS,Sintercom India Limited
1515,PRITIKAUTO.NS,Pritika Auto Industries Limited
1517,MENNPIS.NS,MENON PISTONS LTD.
1518,TIERRA.NS,Tierra Agrotech Ltd
1519,EXXARO.NS,Exxaro Tiles Limited
1520,PONNIERODE.NS,Ponni Sugars (Erode) Limited
1521,NDLVENTURE.NS,NDL Ventures Limited
1522,BRNL.NS,Bharat Road Network Limited
1524,ABAN.NS,Aban Offshore Limited
1528,KELENRG.NS,KELTECH ENERGIES LTD.
1530,OKPLA.NS,OK PLAY INDIA LTD.
1531,RUCHIRA.NS,Ruchira Papers Limited
1532,DCMNVL.NS,DCM Nouvelle Limited
1533,NITINCAST.NS,Nitin Castings Ltd
1534,JAYSREETEA.NS,Jayshree Tea & Industries Limited
1535,GLOBAL.NS,Global Education Limited
1536,VADILENT.NS,VADILAL ENTERPRISES LTD.
1537,SAHYADRI.NS,Sahyadri Industries Limited
1538,PANAENERG.NS,PANASONIC ENERGY INDIA COMPANY LTD.-$
1539,KINETICENG.NS,KINETIC ENGINEERING LTD.
1541,CPL.NS,Captain Polyplast Ltd
1542,RAMAPHO.NS,Rama Phosphates Limited
1543,MKEXIM.NS,M.K. Exim (India) Ltd
1545,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited
1546,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
1547,KINGSINFR.NS,Kings Infra Ventures Limited
1548,TRIGYN.NS,Trigyn Technologies Limited
1549,HUIL.NS,Hindusthan Urban Infrastructure Ltd
1550,PLAZACABLE.NS,Plaza Wires Limited
1551,MGEL.NS,Mangalam Global Enterprise Limited
1552,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
1553,GULFPETRO.NS,GP Petroleums Limited
1554,WELINV.NS,Welspun Investments and Commercials Limited
1557,IFINSEC.NS,INDIA FINSEC LTD.
1559,SIGMA.NS,Sigma Solve Limited
1561,SHYAMCENT.NS,Shyam Century Ferrous Limited
1562,MANGIND.NS,Mangalam Industrial Finance Ltd
1564,FREDUN.NS,Fredun Pharmaceuticals Ltd
1566,VELJAN.NS,Veljan Denison Limited
1568,VAARAD.NS,Vaarad Ventures Ltd
1569,SHREYANIND.NS,Shreyans Industries Limited
1570,MULTIBASE.NS,MULTIBASE INDIA LTD.
1572,COASTCORP.NS,Coastal Corporation Limited
1573,UDAYJEW.NS,Uday Jewellery Industries Ltd
1574,QUINT.NS,Quint Digital Ltd
1575,DEVIT.NS,Dev Information Technology Limited
1576,DAICHI.NS,DAI-ICHI KARKARIA LTD.-$
1577,KERALAYUR.NS,KERALA AYURVEDA LTD.
1578,COMPEAU.NS,COMPETENT AUTOMOBILES CO.LTD.
1579,RDBRL.NS,RDB RASAYANS LTD.
1580,KMSUGAR.NS,K.M.Sugar Mills Limited
1582,STARPAPER.NS,Star Paper Mills Limited
1583,DRCSYSTEMS.NS,DRC Systems India Limited
1584,RANASUG.NS,Rana Sugars Limited
1586,MARALOVER.NS,Maral Overseas Limited
1587,MAGNUM.NS,Magnum Ventures Limited
1588,ZODIACLOTH.NS,Zodiac Clothing Company Limited
1590,MURUDCERA.NS,Murudeshwar Ceramics Limited
1591,VIJSOLX.NS,VIJAY SOLVEX LTD.
1592,STARHFL.NS,Star Housing Finance Ltd
1593,GRAVISSHO.NS,GRAVISS HOSPITALITY LTD.
1594,SHIVATEX.NS,Shiva Texyarn Limited
1595,NATCAPSUQ.NS,NATURAL CAPSULES LTD.
1596,APOLLOFI.NS,APOLLO FINVEST (INDIA) LTD.
1597,CTL.NS,Capital Trade Links Ltd
1598,VIRINCHI.NS,Virinchi Limited
1599,TALBROSENG.NS,Talbros Engineering Ltd
1600,BHAGYANGR.NS,Bhagyanagar India Limited
1601,INDTONER.NS,INDIAN TONERS & DEVELOPERS LTD.-$
1602,NECCLTD.NS,North Eastern Carrying Corporation Limited
1603,SWASTIKA.NS,SWASTIKA INVESTMART LTD.
1605,CORALAB.NS,CORAL LABORATORIES LTD.
1606,SHUKRAPHAR.NS,Shukra Pharmaceuticals Ltd
1607,SOUTHWEST.NS,South West Pinnacle Exploration Limited
1608,INTLCOMBQ.NS,INTERNATIONAL COMBUSTION (INDIA) LTD.
1609,SURANAT&P.NS,Surana Telecom and Power Limited
1610,MADHUVEER.NS,Madhuveer Com 18 Network Ltd
1611,SAB.NS,SAB Industries Ltd
1612,LANCORHOL.NS,Lancor Holdings Limited
1613,SCANSTL.NS,Scan Steels Limited
1614,WATERBASE.NS,WATERBASE LTD.
1615,ZEELEARN.NS,Zee Learn Limited
1616,BAMBINO.NS,BAMBINO AGRO INDUSTRIES LTD.
1617,BTTL.NS,BHILWARA TECHNICAL TEXTILES LTD.
1619,PANCARBON.NS,PANASONIC CARBON INDIA CO.LTD.-$
1621,ALUFLUOR.NS,ALUFLUORIDE LTD.
1622,FLUIDOM.NS,FLUIDOMAT LTD.
1623,RTSPOWR.NS,RTS POWER CORPORATION LTD.
1624,RPPL.NS,Rajshree Polypack Limited
1625,INDOWIND.NS,Indowind Energy Limited
1626,PANCHSHEEL.NS,PANCHSHEEL ORGANICS LTD.
1627,PML.NS,Paul Merchants Ltd
1629,MERCANTILE.NS,Mercantile Ventures Ltd
1630,PMCFIN.NS,PMC Fincorp Limited
1631,AHLEAST.NS,Asian Hotels (East) Limited
1632,SUPREME.NS,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
1633,RKEC.NS,RKEC Projects Limited
1634,AARON.NS,Aaron Industries Limited
1636,VARIMAN.NS,Variman Global Enterprises Ltd
1638,LOYAL.NS,Loyal Equipments Ltd
1639,MEGASTAR.NS,Megastar Foods Limited
1640,BEMHY.NS,BEMCO HYDRAULICS LTD.
1641,VTMLTD.NS,VTM LTD.
1642,JGTL.NS,Jasch Gauging Technologies Ltd
1643,RAJMET.NS,Rajnandini Metal Limited
1644,STARTECK.NS,Starteck Finance Limited
1645,SBECSUG.NS,SBEC SUGAR LTD.
1646,DTIL.NS,Dhunseri Tea & Industries Limited
1647,MANCREDIT.NS,Mangal Credit and Fincorp Limited
1648,MLKFOOD.NS,MILKFOOD LTD.
1649,JAYUSH.NS,JAY USHIN LTD.
1652,RAMANEWS.NS,Shree Rama Newsprint Limited
1653,REGIS.NS,Regis Industries Ltd
1654,NEAGI.NS,NEELAMALAI AGRO INDUSTRIES LTD.
1655,CORDSCABLE.NS,Cords Cable Industries Limited
1656,JYOTI.NS,JYOTI LTD.-$
1657,KANCHI.NS,Kanchi Karpooram Ltd
1658,OMAXAUTO.NS,Omax Autos Limited
1659,STARDELTA.NS,Star Delta Transformers Ltd
1660,ALPHAGEO.NS,Alphageo (India) Limited
1661,GINNIFILA.NS,Ginni Filaments Limited
1663,PPAP.NS,PPAP Automotive Limited
1664,ABMKNO.NS,ABM KNOWLEDGEWARE LTD.
1665,BIMETAL.NS,BIMETAL BEARINGS LTD.-$
1666,KANPRPLA.NS,Kanpur Plastipack Limited
1667,IPRINGLTD.NS,IP RINGS LTD.-$
1668,EMPOWER.NS,EMPOWER INDIA LTD.
1669,LGBFORGE.NS,LGB FORGE LTD.
1670,DUNCANENG.NS,Duncan Engineering Ltd-$
1671,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited
1673,OCCL.NS,Oriental Carbon & Chemicals Limited
1674,HALDER.NS,Halder Venture Ltd
1675,DUROPLY.NS,Duroply Industries Ltd
1676,DUCON.NS,Ducon Infratechnologies Limited
1677,COCHINM.NS,COCHIN MINERALS & RUTILE LTD.-$
1678,NITIRAJ.NS,Nitiraj Engineers Limited
1679,ARCHIDPLY.NS,Archidply Industries Limited
1680,IVP.NS,IVP Limited
1681,CENLUB.NS,CENLUB INDUSTRIES LTD.
1682,BSL.NS,BSL Limited
1683,KESARPE.NS,KESAR PETROPRODUCTS LTD.
1685,SMLT.NS,Sarthak Metals Limited
1687,MSL.NS,Mangalam Seeds Ltd
1688,RRIL.NS,RRIL Ltd
1689,AEL.NS,Amba Enterprises Ltd
1690,INDTERRAIN.NS,Indian Terrain Fashions Limited
1691,INVENTURE.NS,Inventure Growth & Securities Limited
1692,NAVKAR.NS,Navkar Urbanstructure Ltd
1693,EMMBI.NS,Emmbi Industries Limited
1695,SHRIDINE.NS,SHRI DINESH MILLS LTD.-$
1696,LKPFIN.NS,LKP Finance Limited
1697,SUPERHOUSE.NS,Superhouse Limited
1698,INDGELA.NS,INDIA GELATINE & CHEMICALS LTD.-$
1699,SADBHIN.NS,Sadbhav Infrastructure Project Limited
1701,JMA.NS,Jullundur Motor Agency (Delhi) Limited
1702,AARNAV.NS,Aarnav Fashions Ltd
1703,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited
1704,AKSHARCHEM.NS,AksharChem India Limited
1705,PRIMIND.NS,PRIME INDUSTRIES LTD.
1706,PGFOILQ.NS,PG FOILS LTD.
1707,NATPLASTI.NS,NATIONAL PLASTIC TECHNOLOGIES LTD.
1708,COMPUSOFT.NS,Compucom Software Limited
1709,MAINFRA.NS,MARUTI INFRASTRUCTURE LTD.
1710,KIMIABL.NS,Kimia Biosciences Ltd
1712,PACIFICI.NS,PACIFIC INDUSTRIES LTD.
1713,GENCON.NS,Generic Engineering Construction and Projects Limited
1714,DHRUV.NS,Dhruv Consultancy Services Limited
1715,RISHIROOP.NS,Rishiroop Ltd
1716,IWP.NS,The Indian Wood Products Company Ltd
1717,JHS.NS,JHS Svendgaard Laboratories Limited
1718,AARVI.NS,Aarvi Encon Limited
1719,INDSUCR.NS,INDIAN SUCROSE LTD.
1720,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
1721,CAPRIHANS.NS,CAPRIHANS INDIA LTD.-$
1722,METROGLOBL.NS,Metroglobal Limited
1723,LACTOSE.NS,LACTOSE (INDIA) LTD.
1724,DENISCHEM.NS,Denis Chem Lab Ltd
1725,SALSTEEL.NS,S.A.L. Steel Limited
1726,ASPINWALL.NS,Aspinwall and Company Limited
1727,STHINPA.NS,SOUTH INDIA PAPER MILLS LTD.
1728,SIGIND.NS,Signet Industries Limited
1729,HILTON.NS,Hilton Metal Forging Limited
1730,HINDTIN.NS,HINDUSTAN TIN WORKS LTD.-$
1731,AMJLAND.NS,Amj Land Holdings Limited
1732,PRECISIO.NS,PRECISION ELECTRONICS LTD.
1733,SHAHLON.NS,Shahlon Silk Industries Ltd
1734,NETTLINX.NS,NETTLINX LTD.
1735,RSDFIN.NS,RSD Finance Ltd
1736,LATIMMETAL.NS,La Tim Metal & Industries Ltd
1737,TEXMOPIPES.NS,Texmo Pipes and Products Limited
1738,SHAWGELTIN.NS,NARMADA GELATINES LTD.
1740,INDBANK.NS,Indbank Merchant Banking Services Limited
1741,HBESD.NS,HB ESTATE DEVELOPERS LTD.
1742,GTL.NS,GTL Limited
1743,HINDADH.NS,HINDUSTAN ADHESIVES LTD.
1744,ABANSENT.NS,Abans Enterprises Ltd
1746,CHLLTD.NS,CHL LTD.
1747,LKPSEC.NS,LKP Securities Ltd
1749,WEIZMANIND.NS,Weizmann Limited
1750,BRAHMINFRA.NS,BRAHMAPUTRA INFRASTRUCTURE LTD.
1751,STANCAP.NS,STANDARD CAPITAL MARKETS LTD.
1752,BNRSEC.NS,B.N.RATHI SECURITIES LTD.
1753,SHBAJRG.NS,Shri Bajrang Alliance Ltd
1754,LAGNAM.NS,Lagnam Spintex Limited
1755,BDH.NS,BDH INDUSTRIES LTD.
1756,TYCHE.NS,TYCHE INDUSTRIES LTD.
1757,GVPTECH.NS,GVP Infotech Limited
1758,DHOOTIN.NS,DHOOT INDUSTRIAL FINANCE LTD.
1759,INDRANIB.NS,INDRAYANI BIOTECH LTD.
1760,PRIMAPLA.NS,PRIMA PLASTICS LTD.
1761,ARVEE.NS,Arvee Laboratories (India) Limited
1762,JK AGRI.NS,JK Agri Genetics Ltd
1763,MAHESHWARI.NS,Maheshwari Logistics Limited
1765,MANAKALUCO.NS,Manaksia Aluminium Company Limited
1766,ALPINEHOU.NS,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.
1767,MITCON.NS,MITCON Consultancy & Engineering Services Limited
1768,GANGESSECU.NS,Ganges Securities Limited
1769,SAPPL.NS,Shree Ajit Pulp And Paper Ltd
1770,SURATRAML.NS,Surat Trade and Mercantile Ltd
1771,ATVPR.NS,ATV PROJECTS INDIA LTD.
1772,HPBL.NS,HCP Plastene Bulkpack Ltd
1773,KAIRA.NS,KAIRA CAN CO.LTD.
1774,DHPIND.NS,DHP INDIA LTD.
1775,SAVERA.NS,SAVERA INDUSTRIES LTD.
1776,ANMOL.NS,Anmol India Limited
1777,SSLEL.NS,SIR SHADI LAL ENTERPRISES LTD.
1778,PRITI.NS,Priti International Limited
1779,ECOHOTELS.NS,Eco Hotels And Resorts Ltd
1780,GSS.NS,GSS Infotech Limited
1781,JOCIL.NS,Jocil Limited
1782,BNALTD.NS,B & A LTD.
1783,MANGALAM.NS,Mangalam Drugs And Organics Limited
1784,GARGFUR.NS,GARG FURNACE LTD.
1785,KIFS.NS,KIFS FINANCIAL SERVICES LTD.
1786,SHRAAITECH.NS,Shradha AI Technologies Ltd
1787,SAMKRG.NS,SAMKRG PISTONS & RINGS LTD.-$
1788,AICHAMP.NS,AI CHAMPDANY INDUSTRIES LTD.
1790,BASANTGL.NS,BASANT AGRO TECH (INDIA) LTD.-$
1791,BEARDSELL.NS,Beardsell Limited
1792,AIROLAM.NS,Airo Lam limited
1793,SAMRATFORG.NS,Samrat Forgings Ltd
1794,VJTFEDU.NS,VJTF EDUSERVICES LTD.
1795,RADHEDE.NS,RADHE DEVELOPERS (INDIA) LTD.
1796,INDINFO.NS,INDIAN INFOTECH & SOFTWARE LTD.
1797,TARMAT.NS,Tarmat Limited
1799,MRO-TEK.NS,MRO-TEK Realty Limited
1800,TOUCHWOOD.NS,Touchwood Entertainment Limited
1801,TOYAMSL.NS,Toyam Sports Ltd
1802,PARNAXLAB.NS,PARNAX LAB LTD.
1803,POLSON.NS,POLSON LTD.
1804,NAGPI.NS,NAGPUR POWER & INDUSTRIES LTD.
1806,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited
1807,RRETAIL.NS,Rajnish Retail Ltd
1808,BENGALT.NS,BENGAL TEA & FABRICS LTD.
1809,SIKKO.NS,Sikko Industries Limited
1810,CALCOM.NS,CALCOM VISION LTD.
1811,YOGI.NS,YOGI Ltd
1812,SAYAJIIND.NS,Sayaji Industries Ltd
1813,SIMMOND.NS,SIMMONDS MARSHALL LTD.
1814,CGVAK.NS,CG-VAK SOFTWARE & EXPORTS LTD.
1815,DIGIDRIVE.NS,Digidrive Distributors Limited
1816,SPLIL.NS,SPL Industries Limited
1817,HPIL.NS,Hindprakash Industries Limited
1819,LXMIATO.NS,LAKSHMI AUTOMATIC LOOM WORKS LTD.
1820,RELCHEMQ.NS,Reliance Chemotex Industries Limited
1822,AVANCE.NS,AVANCE TECHNOLOGIES LTD.
1823,SALONA.NS,Salona Cotspin Limited
1825,INDIANACRY.NS,INDIAN ACRYLICS LTD.
1827,GENPHARMA.NS,Genpharmasec Ltd
1828,ALFREDHE.NS,ALFRED HERBERT (INDIA) LTD.
1829,BHANDARI.NS,Bhandari Hosiery Exports Limited
1831,PALASHSECU.NS,Palash Securities Limited
1832,GTV.NS,GTV Engineering Ltd
1833,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
1834,BHARATGEAR.NS,Bharat Gears Limited
1836,AAATECH.NS,AAA Technologies Limited
1837,TIRUSTA.NS,TIRUPATI STARCH & CHEMICALS LTD.
1838,LANDMARC.NS,LANDMARC LEISURE CORPORATION LTD.
1839,KEMP.NS,KEMP & COMPANY LTD.
1840,SYSCHEM.NS,SYSCHEM (INDIA) LTD.
1841,THINKINK.NS,Thinkink Picturez Ltd
1842,NARBADA.NS,NARBADA GEMS AND JEWELLERY LTD.
1843,VEDAVAAG.NS,VEDAVAAG SYSTEMS LTD.
1845,VGCL.NS,Vibrant Global Capital Ltd
1846,KAJARIR.NS,KIC METALIKS LTD.
1847,ULTRACAB.NS,Ultracab (India) Ltd
1848,KESARENT.NS,KESAR ENTERPRISES LTD.-$
1849,INDSILHYD.NS,INDSIL HYDRO POWER AND MANGANESE LTD.-$
1850,AUROLAB.NS,AURO LABORATORIES LTD.
1851,KOHINOOR.NS,Kohinoor Foods Limited
1852,ACCURACY.NS,Accuracy Shipping Limited
1853,STEELCITY.NS,Steel City Securities Limited
1854,PARVATI.NS,Parvati Sweetners and Power Ltd
1855,CFEL.NS,Confidence Futuristic Energetech Ltd
1856,SNL.NS,SNL BEARINGS LTD.
1857,PATINTLOG.NS,Patel Integrated Logistics Limited
1858,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
1861,PRAKASHSTL.NS,Prakash Steelage Limited
1862,SURYALA.NS,SURYALATA SPINNING MILLS LTD.-$
1864,SMRUTHIORG.NS,Smruthi Organics Ltd
1865,BIHSPONG.NS,BIHAR SPONGE IRON LTD.
1866,KFBL.NS,KOTHARI FERMENTATION & BIOCHEM LTD.
1867,PREMCO.NS,PREMCO GLOBAL LTD.-$
1868,KLRFM.NS,Kovilpatti Lakshmi Roller Flour Mills Ltd
1869,COSCO.NS,COSCO (INDIA) LTD.-$
1870,ATAM.NS,Atam Valves Limited
1871,PHARMAID.NS,PHARMAIDS PHARMACEUTICALS LTD.
1872,DYNAVSN.NS,DYNAVISION LTD.
1873,SUPTANERY.NS,Super Tannery Limited
1875,TAMBOLIIN.NS,Tamboli Industries Ltd
1876,ITL.NS,ITL INDUSTRIES LTD.-$
1877,OVOBELE.NS,OVOBEL FOODS LTD.
1878,PICCASUG.NS,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.
1879,MACPLASQ.NS,MACHINO PLASTICS LTD.-$
1880,ADVIKCA.NS,Advik Capital Ltd
1881,WALLFORT.NS,WALLFORT FINANCIAL SERVICES LTD.
1882,VIRATCRA.NS,VIRAT CRANE INDUSTRIES LTD.
1883,SAUMYA.NS,Saumya Consultants Ltd
1884,RUNGTAIR.NS,RUNGTA IRRIGATION LTD.
1885,DEEPAKSP.NS,DEEPAK SPINNERS LTD.-$
1886,WSFX.NS,WSFx Global Pay Ltd
1887,KVFORGE.NS,Krishanveer Forge Ltd
1888,SHERVANI.NS,SHERVANI INDUSTRIAL SYNDICATE LTD.
1889,SCANPGEOM.NS,SCANPOINT GEOMATICS LTD.
1890,SUMUKA.NS,Sumuka Agro Industries Ltd
1891,GOYALALUM.NS,Goyal Aluminiums Limited
1892,BGWTATO.NS,BHAGWATI AUTOCAST LTD.
1893,GLOBE.NS,Globe Textiles (India) Limited
1894,BI.NS,BILCARE LTD.-$
1895,MOTOGENFIN.NS,The Motor & General Finance Limited
1896,SANCTRN.NS,SANCO TRANS LTD.
1897,MODAIRY.NS,MODERN DAIRIES LTD.
1900,UVDRHOR.NS,UNITED VAN DER HORST LTD.
1901,ACCEL.NS,Accel Ltd
1902,DHATRE.NS,Dhatre Udyog Ltd
1903,MYSORPETRO.NS,MYSORE PETRO CHEMICALS LTD.-$
1904,REXNORD.NS,REXNORD ELECTRONICS & CONTROLS LTD.
1905,PULSRIN.NS,PULSAR INTERNATIONAL LTD.
1906,7SEASL.NS,7Seas Entertainment Ltd
1907,SAGARSOFT.NS,Sagarsoft (India) Ltd
1908,SHETR.NS,SHETRON LTD.
1909,CGFL.NS,Credent Global Finance Ltd
1911,TOTAL.NS,Total Transport Systems Limited
1913,GOKAKTEX.NS,GOKAK TEXTILES LTD.
1914,ATHENAGLO.NS,Athena Global Technologies Ltd-$
1915,FLEXFO.NS,FLEX FOODS LTD.-$
1916,WINSOMBR.NS,WINSOME BREWERIES LTD.
1917,BANKA.NS,Banka BioLoo Limited
1918,AHLADA.NS,Ahlada Engineers Limited
1919,COLABCLOUD.NS,Colab Cloud Platforms Ltd
1920,SUNDARAM.NS,Sundaram Multi Pap Limited
1921,BHILSPIN.NS,BHILWARA SPINNERS LTD.
1922,AMARJOTHI.NS,AMARJOTHI SPINNING MILLS LTD.
1923,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED
1924,WEPSOLN.NS,WEP SOLUTIONS LTD.
1925,SAMPRE.NS,SAMPRE NUTRITIONS LTD.
1926,NIDHGRN.NS,NIDHI GRANITES LTD.
1927,TCIIND.NS,TCI INDUSTRIES LTD.
1928,BVCL.NS,Barak Valley Cements Limited
1929,KRYPTONQ.NS,KRYPTON INDUSTRIES LTD.
1930,NATHIND.NS,Nath Industries Ltd
1931,SHRIGANG.NS,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.
1932,RESONANCE.NS,RESONANCE SPECIALTIES LTD.-$
1933,HFIL.NS,Himalaya Food International Ltd
1934,OBCL.NS,Orissa Bengal Carrier Limited
1935,YARNPP.NS,Yarn Syndicate Ltd
1936,AMDIND.NS,AMD Industries Limited
1937,HINDHARD.NS,Hindustan Hardy Ltd
1938,POLYCHEM.NS,POLYCHEM LTD.
1939,ALKALI.NS,Alkali Metals Limited
1940,AGRITECH.NS,Agri-Tech (India) Limited
1941,LAHOTIOV.NS,LAHOTI OVERSEAS LTD.-$
1942,JAMESWARREN.NS,James Warren Tea Ltd
1943,TOKYOPLAST.NS,Tokyo Plast International Limited
1944,SHREYASI.NS,SHREYAS INTERMEDIATES LTD.
1946,ASITCFIN.NS,ASIT C.MEHTA FINANCIAL SERVICES LTD.
1947,GAYATRI.NS,GAYATRI SUGARS LTD.
1950,ISHANCH.NS,ISHAN DYES & CHEMICALS LTD.
1951,CHOWGULSTM.NS,CHOWGULE STEAMSHIPS LTD.
1952,PRERINFRA.NS,PRERNA INFRABUILD LTD.
1953,JASCH.NS,JASCH INDUSTRIES LTD.
1954,CRAVATEX.NS,CRAVATEX LTD.
1955,TITANSEC.NS,TITAN SECURITIES LTD.
1957,NATFIT.NS,National Fittings Limited
1959,AAIL.NS,Akar Auto Industries Ltd
1960,FACORALL.NS,FACOR ALLOYS LTD.
1961,FRSHTRP.NS,FRESHTROP FRUITS LTD.
1962,AAKASH.NS,Aakash Exploration Services Limited
1963,RASIELEC.NS,RASI ELECTRODES LTD.
1964,DANGEE.NS,Dangee Dums Limited
1967,TRESCON.NS,Trescon Ltd
1968,ALFATRAN.NS,ALFA TRANSFORMERS LTD.
1969,MERCURYLAB.NS,Mercury Laboratories Ltd
1970,BSELALGO.NS,BSEL Algo Ltd
1971,DILIGENT.NS,DILIGENT INDUSTRIES LTD.
1972,RAINBOWF.NS,RAINBOW FOUNDATIONS LTD.
1973,SECMARK.NS,SecMark Consultancy Limited
1974,ROYALCU.NS,ROYAL CUSHION VINYL PRODUCTS LTD.-$
1976,SODFC.NS,SOM DATT FINANCE CORPORATION LTD.
1977,BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited
1978,TITANIN.NS,Titan Intech Ltd
1979,APMIN.NS,APM INDUSTRIES LTD.-$
1980,SELLWIN.NS,Sellwin Traders Ltd
1981,KGPETRO.NS,KG PETROCHEM LTD.
1982,SURJIND.NS,SURAJ INDUSTRIES LTD.
1983,GANGAPA.NS,GANGA PAPERS INDIA LTD.
1984,TRANSCOR.NS,TRANSCORP INTERNATIONAL LTD.
1985,SHRIKRISH.NS,SHRI KRISHNA DEVCON LTD.
1986,BLBLIMITED.NS,BLB Limited
1987,ABHICAP.NS,ABHINAV CAPITAL SERVICES LTD.
1988,DUTRON.NS,DUTRON POLYMERS LTD.-$
1989,BABA.NS,BABA ARTS LTD.-$
1990,VIPPYSP.NS,VIPPY SPINPRO LTD.
1991,CHLOGIST.NS,CHARTERED LOGISTICS LTD.
1992,SUVIDHAA.NS,Suvidhaa Infoserve Limited
1993,CINEVISTA.NS,Cinevista Limited
1994,ANJANIFOODS.NS,Anjani Foods Ltd
1995,DAMODARIND.NS,Damodar Industries Limited
1996,SHILGRAVQ.NS,SHILP GRAVURES LTD.-$
1998,EVERESTO.NS,EVEREST ORGANICS LTD.
